# Synthetic classroom data: damped-sine. Choose the corresponding model and inspect the residuals.
Time (s),Signal (V)
0.0,0.8952291366680574
0.08333333333333333,1.4729044378106744
0.16666666666666666,1.8952320630803667
0.25,2.1972153770700213
0.3333333333333333,2.3055334605087823
0.41666666666666663,2.2111475439927197
0.5,1.9606123340313912
0.5833333333333333,1.6677829293080468
0.6666666666666666,1.1662812048527933
0.75,0.607326065305816
0.8333333333333333,0.11299339933605872
0.9166666666666666,-0.3445152840666228
1.0,-0.7640795665970793
1.0833333333333333,-1.0498233366311536
1.1666666666666665,-1.1131535368359664
1.25,-1.094687073906641
1.3333333333333333,-0.9074254168364663
1.4166666666666665,-0.6249426011177246
1.5,-0.2618558277921323
1.5833333333333333,0.1251487246701008
1.6666666666666665,0.553917613237189
1.75,0.9573548293310046
1.8333333333333333,1.242100514694013
1.9166666666666665,1.456745264813291
2.0,1.6207328425383567
2.083333333333333,1.6553916123728247
2.1666666666666665,1.529491567389851
2.25,1.2777954937614402
2.333333333333333,0.9910424483865231
2.4166666666666665,0.6804925954004648
2.5,0.34713556402843454
2.583333333333333,0.061339592466404365
2.6666666666666665,-0.2871411578114117
2.75,-0.4507639579492367
2.833333333333333,-0.569110500417622
2.9166666666666665,-0.5748131369837449
3.0,-0.5594117463871054
3.083333333333333,-0.3473909245656296
3.1666666666666665,-0.12779027011709096
3.25,0.11979867467518819
3.333333333333333,0.4158688762098876
3.4166666666666665,0.6765014899794687
3.5,0.8515741609458208
3.583333333333333,1.0841624557422078
3.6666666666666665,1.1462227956791076
3.75,1.177184769468348
3.833333333333333,1.1595953422534715
3.9166666666666665,1.0518844338573914
4.0,0.8356927271322389
4.083333333333333,0.7158845627989388
4.166666666666666,0.42484983152154443
4.25,0.220344753534199
4.333333333333333,-0.005916336277770828
4.416666666666666,-0.11061653813478103
4.5,-0.18336762503759868
4.583333333333333,-0.26273823464223056
4.666666666666666,-0.25674731395681166
4.75,-0.13952134469707683
4.833333333333333,0.009945454119500423
4.916666666666666,0.12665665853463667
5.0,0.3230192373735996
5.083333333333333,0.5067675219456018
5.166666666666666,0.6139411429273032
5.25,0.8136581714135136
5.333333333333333,0.9299793794850424
5.416666666666666,0.9386167809876682
5.5,0.9709978544735332
5.583333333333333,0.8247731328048521
5.666666666666666,0.7295707785879786
5.75,0.6671431890668346
5.833333333333333,0.5436632057042746
5.916666666666666,0.3824827825968461
6.0,0.18799581282916147
6.083333333333333,0.11320638264078184
6.166666666666666,0.013008315713556946
6.25,0.002953803943682661
6.333333333333333,0.010473319244323473
6.416666666666666,0.045942196544623136
6.5,0.0535487321147034
6.583333333333333,0.21311456974449533
6.666666666666666,0.340387734625907
6.75,0.4095636101218894
6.833333333333333,0.5245353859483669
6.916666666666666,0.6151387444060907
7.0,0.6738571163046765
7.083333333333333,0.7694937785147817
7.166666666666666,0.7424592352201735
7.25,0.7164261154078838
7.333333333333333,0.6982007983161126
7.416666666666666,0.6680272184605089
7.5,0.5014448449005051
7.583333333333333,0.44462594562977453
7.666666666666666,0.25027133849847805
7.75,0.29703216376058283
7.833333333333333,0.19907896549964965
7.916666666666666,0.09971133224828005
8.0,0.12798109172591066
8.083333333333332,0.11649372405549074
8.166666666666666,0.1911029748023659
8.25,0.3183275906591067
8.333333333333332,0.3481440668791963
8.416666666666666,0.4644255411461977
8.5,0.3897182367294759
8.583333333333332,0.4321090612594962
8.666666666666666,0.5606991676261783
8.75,0.5637009452188086
8.833333333333332,0.6382176881683753
8.916666666666666,0.594469598789484
9.0,0.5252635471698566
9.083333333333332,0.5596083441414099
9.166666666666666,0.5836915951312331
9.25,0.357086189145183
9.333333333333332,0.3754969918998896
9.416666666666666,0.30617449629274496
9.5,0.23161212442192539
9.583333333333332,0.26510896843031906
9.666666666666666,0.24840547630064516
9.75,0.26681877215735894
9.833333333333332,0.18064284518686338
9.916666666666666,0.2394284540699041
10.0,0.3539817528154807
